,alpha,trial,net_reward,success
824,0.9,25,19.6176400928,1
825,0.9,26,6.50655993923,1
826,0.9,27,9.13891630045,1
827,0.9,28,19.5172843035,1
828,0.9,29,14.4658399275,1
829,0.9,30,35.4965339485,1
830,0.9,31,32.9485617022,0
831,0.9,32,14.3375139945,1
832,0.9,33,17.609856212,1
833,0.9,34,20.9538907329,1
834,0.9,35,14.3630927604,1
835,0.9,36,24.6624144036,1
836,0.9,37,19.53672799,1
837,0.9,38,23.0335983864,1
838,0.9,39,22.280618639,1
839,0.9,40,29.7564621229,0
840,0.9,41,25.0149693408,1
841,0.9,42,25.8255880493,1
842,0.9,43,22.4667482041,1
843,0.9,44,33.0582070919,1
844,0.9,45,12.1879836597,1
845,0.9,46,14.7447088614,1
846,0.9,47,22.8558126148,1
847,0.9,48,32.3770360138,0
848,0.9,49,14.8942935223,1
849,0.9,50,15.9427848251,1
850,0.9,51,17.1917457604,1
851,0.9,52,33.7492240023,1
852,0.9,53,19.0163031208,1
853,0.9,54,12.7960615473,1
854,0.9,55,8.55285109268,1
855,0.9,56,9.38455368719,1
856,0.9,57,16.714051138,1
857,0.9,58,11.0852195035,1
858,0.9,59,14.4231974892,1
859,0.9,60,25.1007075538,1
860,0.9,61,23.1337323125,1
861,0.9,62,45.1430761479,0
862,0.9,63,21.9957547891,1
863,0.9,64,23.7126397468,1
864,0.9,65,14.0050590087,1
865,0.9,66,6.72225431163,1
866,0.9,67,34.7572166279,1
867,0.9,68,26.9222772695,1
868,0.9,69,5.85676720348,1
869,0.9,70,23.2684605705,1
870,0.9,71,17.8667866866,1
871,0.9,72,17.2914928454,1
872,0.9,73,20.5033861524,1
873,0.9,74,20.7046405332,1
874,0.9,75,11.3268818778,1
875,0.9,76,40.5103902918,1
876,0.9,77,22.6649153819,1
877,0.9,78,19.0653647284,1
878,0.9,79,29.9925557369,1
879,0.9,80,26.7646357046,1
880,0.9,81,25.2439682823,1
881,0.9,82,20.2548979479,1
882,0.9,83,20.3345636277,1
883,0.9,84,27.7526089898,1
884,0.9,85,17.5592958118,1
885,0.9,86,15.6128482588,1
886,0.9,87,13.4720637321,1
887,0.9,88,8.67207332463,1
888,0.9,89,25.5446697812,1
889,0.9,90,23.5639378459,1
890,0.9,91,26.9327233191,1
891,0.9,92,15.6078412262,1
892,0.9,93,11.7417170672,1
893,0.9,94,22.0748972141,1
894,0.9,95,26.8821698874,1
895,0.9,96,32.8169441469,1
896,0.9,97,12.7208081029,1
897,0.9,98,36.2285827788,0
898,0.9,99,8.75438450561,1
899,0.9,100,16.3101097876,1
